Lagerkürzel;Auftragsnummer;LS-Nr.;geprüft j/n;Lieferdatum;Bearbeiter;Kundennummer;Kundenkürzel;L.-Name 1;L.-Straße;L.-PLZ;L.-Ort;;;;
Planegg;92243;LS62495;ja;01.05.2025;Estaline Philander;22726;Agentur für Arbeit Augsburg;Familienkasse Bayern Süd;Otto-Lindenmeyer-Straße 28;86153;Augsburg;;;;
Planegg;92244;LS62496;ja;14.04.2025;Petra Gräf;25090;Eavor GmbH;Eavor Erdwärme Geretsried GmbH & Co.KG;Herrnhauser Str. 75;82538;Geretsried;;;;
STK Service;92245;LS62497;ja;17.04.2025;Estaline Philander;21237;Berufstrainingszentrum BTZ;Berufstrainingszentrum Rhein-Ruhr gGmbH;Bebelstr. 56  / Tel. 0208 409400-59;46049;Oberhausen;;;;
Emons;92246;LS62498;ja;10.04.2025;Florian Gräf;10160;AVALESS;AVALESS GmbH;Hansastr. 24;49205;Hasbergen;;;;
Planegg;92246;LS62499;ja;11.04.2025;Florian Gräf;10160;AVALESS;AVALESS GmbH;Hansastr. 24;49205;Hasbergen;;;;
Planegg;92247;LS62500;ja;11.04.2025;Estaline Philander;21237;Berufstrainingszentrum BTZ;Berufstrainingszentrum Rhein-Ruhr gGmbH;Bebelstr. 56  / Tel. 0208 409400-59;46049;Oberhausen;;;;
VST Plep;92248;LS62501;ja;14.04.2025;Estaline Philander;26213;Stadt Frankfurt am Main;Stadt Frankfurt am Main -Der Magistrat-;Solmsstraße 27-37;60486;Frankfurt am Main;;;;
Planegg;92249;LS62502;ja;10.04.2025;Josefine Mättig;26374;MacDermid Enthone;MacDermid Enthone;Elisabeth-Selbert-Str. 4;40764;Langenfeld;;;;
VST Schörling;92250;LS62503;ja;16.04.2025;Sönke Rocho;21745;BBC Treuhand;BBC Treuhand- und;Rosental 4;80331;München;;;;
Planegg;92251;LS62504;ja;11.04.2025;Florian Gräf;20695;Gusto Kaffee GmbH;Gusto Kaffee GmbH;Benzstr.30;82178;Puchheim;;;;
Planegg;92252;LS62505;ja;11.04.2025;Petra Gräf;20772;Crystal Water;Crystal Water;Rosenheimer Str. 34;85635;Höhenkirchen;;;;
Planegg;92254;LS62506;ja;11.04.2025;Estaline Philander;25967;Wasserverband Eifel-Rur;Wasserverband Eifel-Rur;Mühlenweg 10;52382;Niederzier;;;;
Planegg;92255;LS62507;ja;11.04.2025;Estaline Philander;25967;Wasserverband Eifel-Rur;Wasserverband Eifel-Rur;Krefelder Str. 299;52070;Aachen;;;;
natürlich H2O;92256;LS62508;ja;16.04.2025;Estaline Philander;23969;Topos;TOPOS Versicherungskontor GmbH;Scharnweberstr. 130/131;13405;Berlin;;;;
Magnum Kuhnhenne;92257;LS62509;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Kleyerstr. 11;64295;Darmstadt;;;;
Magnum Kuhnhenne;92258;LS62510;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Kleyerstr. 11;64295;Darmstadt;;;;
Planegg;92260;LS62511;ja;11.04.2025;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Magnum Kuhnhenne;92261;LS62513;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Deutsche-Telekom-Allee 7;64295;Darmstadt;;;;
Magnum Kuhnhenne;92262;LS62515;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Deutsche-Telekom-Allee 7;64295;Darmstadt;;;;
VST Schörling;92268;LS62514;ja;14.04.2025;Andreas Pöppe;25716;KUMOVIS 3DS;Kumovis GmbH - a 3D Systems company;Flößergasse 4;81369;München;;;;
Magnum Kuhnhenne;92263;LS62516;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Deutsche-Telekom-Allee 7;64295;Darmstadt;;;;
Magnum Kuhnhenne;92264;LS62517;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Deutsche-Telekom-Allee 7;64295;Darmstadt;;;;
Magnum Kuhnhenne;92266;LS62518;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Deutsche-Telekom-Allee 7;64295;Darmstadt;;;;
Magnum Kuhnhenne;92267;LS62520;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Deutsche-Telekom-Allee 7;64295;Darmstadt;;;;
Magnum Kuhnhenne;92269;LS62521;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Deutsche-Telekom-Allee 7;64295;Darmstadt;;;;
Magnum Kuhnhenne;92270;LS62523;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Deutsche-Telekom-Allee 7;64295;Darmstadt;;;;
Magnum Kuhnhenne;92271;LS62524;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Deutsche-Telekom-Allee 7;64295;Darmstadt;;;;
Planegg;92265;LS62525;ja;11.04.2025;Florian Gräf;21129;café+co DELIKOMAT Sp. z o.o.;café+co DELIKOMAT Sp. z o.o.;Al. Generala Andersa 588;43300;Bielsko-Biala;;;;
Magnum Kuhnhenne;92272;LS62526;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Deutsche-Telekom-Allee 7;64295;Darmstadt;;;;
Magnum Kuhnhenne;92273;LS62527;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Deutsche-Telekom-Allee 7;64295;Darmstadt;;;;
Magnum Kuhnhenne;92274;LS62528;ja;01.05.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Deutsche-Telekom-Allee 7;64295;Darmstadt;;;;
Planegg;92276;LS62529;ja;11.04.2025;Mihaela Abmayr;26363;Alma-Park GmbH;Alma-Park GmbH;Almastraße 39;45886;Gelsenkirchen;;;;
AQUATRADE Glinde;92277;LS62530;ja;16.04.2025;Petra Gräf;24898;Anschütz;Anschütz GmbH;Zeyestr. 16-24;24106;Kiel;;;;
Planegg;92275;LS62531;ja;15.04.2025;Estaline Philander;23392;MYOS Sport & Health GmbH;MYOS Sport & Health GmbH;Leopoldstraße 175;80804;München;;;;
AQUATRADE Glinde;92281;LS62532;ja;23.04.2025;Petra Gräf;24898;Anschütz;Anschütz GmbH;Zeyestr. 16-24;24106;Kiel;;;;
Planegg;92282;LS62533;ja;22.04.2025;Josefine Mättig;26329;Greiner Packaging B.V.;Greiner Packaging International GmbH;Gewerbestraße 15;4642;Sattledt;;;;
Planegg;92283;LS62534;ja;11.04.2025;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;92278;LS62535;ja;11.04.2025;Max Sanktjohanser;26091;HLW Kirchdorf;HAK HLW Kirchdorf;Weinzierlerstraße 22;4560;Kirchdorf/Krems;;;;
Bühler;92285;LS62537;ja;24.04.2025;Estaline Philander;21477;Trinkwassertechnik Brengartner;Nextbike;Daimlerstr. 2 a;76185;Karlsruhe;;;;
Planegg;92286;LS62538;ja;14.04.2025;Florian Gräf;20315;Peter Goetz GmbH;Peter Goetz GmbH;Grünaustraße 5;30455;Hannover;;;;
Planegg;92287;LS62539;ja;11.04.2025;Florian Gräf;25291;bePure;Marina Vlaska;Mala Bijaka 11;21405;Milna;;;;
Planegg;92288;LS62540;ja;16.04.2025;Estaline Philander;25317;Mynaric;Mynaric Lasercom GmbH;Bertha-Kipfmüller-Straße 2-8;81249;München;;;;
Planegg;92284;LS62541;ja;11.04.2025;Florian Gräf;21065;Attila AS Cafe & BAR;AS Cafe & Bar Service e.K.;Aidenbachstr. 72;81379;München;;;;
Planegg;92290;LS62542;ja;11.04.2025;Florian Gräf;24914;Wölkl;Peter Wölkl;Laschstraße 7;84079;Bruckberg;;;;
Planegg;92291;LS62543;ja;11.04.2025;Max Sanktjohanser;22098;Amazon Deutschland S10 Transpo;Amazon Deutschland S10 Transport GmbH;Blankreutestraße 2;79108;Freiburg im Breisgau;;;;
Aquatec - Reinbek;92292;LS62544;ja;01.05.2025;Estaline Philander;24222;Dataport 2;Dataport - IT-BBZ;Holstenstraße 68;24103;Kiel;;;;
Planegg;92293;LS62545;ja;14.04.2025;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;92294;LS62546;ja;14.04.2025;Sönke Rocho;20176;markt.de GmbH & Co.KG;markt.de GmbH & Co.KG;Nymphenburger Str. 14;80335;München;;;;
VST Plep;92295;LS62547;ja;14.04.2025;Andreas Pöppe;26213;Stadt Frankfurt am Main;Stadt Frankfurt am Main -Der Magistrat-;Solmsstraße 27-37;60486;Frankfurt am Main;;;;
Planegg;92296;LS62548;ja;02.05.2025;Josefine Mättig;10007;AVA - Dallmayr;Alois Dallmayr Automaten-Service GmbH;Waltgerstraße 51/53;36124;Eichenzell;;;;
Planegg;92297;LS62549;ja;11.04.2025;Max Sanktjohanser;26376;Sprintus;SPRiNTUS GmbH;Reizenwiesen 1;73642;Welzheim;;;;
Planegg;92298;LS62550;ja;11.04.2025;Max Sanktjohanser;26377;Beresa;Beresa GmbH & Co. KG;Egbert-Snoek-Straße 2;48155;Münster;;;;
Planegg;;LS62552;ja;11.04.2025;Petra Gräf;20772;Crystal Water;Crystal Water;Rosenheimer Str. 34;85635;Höhenkirchen;;;;
VST Plep;92189;LS62436.;ja;11.04.2025;Petra Gräf;24614;RMS Rhein-Main-Verkehrsverbund;Rhein-Main-Verkehrsverbund;Poststraße 2-4;60329;Frankfurt;;;;
AQUATRADE Bram;92303;LS62554;ja;22.04.2025;Florian Gräf;21204;MB Well Service;MB Well Services GmbH T43;Ostfriesenstraße 100;26388;Wilhelmshaven;;;;
Planegg;92302;LS62555;ja;14.04.2025;Max Sanktjohanser;21732;Amazon France;Amazon France Transport SAS;2 Rue du petit Albi;95520;Osny;;;;
Planegg;92304;LS62556;ja;17.04.2025;Estaline Philander;23849;Dr.Frühwein + Partner 1;Dr.Frühwein + Partner;Brienner Str .11 / Luitpoldblock;80333;München;;;;
Planegg;;LS62557;ja;14.04.2025;Florian Gräf;24223;ELEKTRA Tailfingen;ELEKTRA Tailfingen Schaltgeräte GmbH & Co. KG;Brunnenstraße 48;72461;Albstadt;;;;
Planegg;92306;LS62558;ja;14.04.2025;Florian Gräf;24914;Wölkl;Peter Wölkl;Laschstraße 7;84079;Bruckberg;;;;
Planegg;;LS62559;ja;16.04.2025;Christian Irrgang;20826;Asam Betriebs -2;Asam Betriebs GmbH;Altenzeller Weg 23;92339;Beilngries;;;;
Planegg;92309;LS62560;ja;15.04.2025;Estaline Philander;25670;Punjabi Foods Trading;Punjabi Foods Trading GmbH;Maria-Probst-Str 41a;80939;München;;;;
VST Schörling;92312;LS62561;ja;16.04.2025;Mihaela Abmayr;20148;KPIT Technologies GmbH;KPIT Technologies GmbH;Frankfurter Ring 105b;80807;München;;;;
Berlin Wein König;92313;LS62562;ja;12.05.2025;Petra Gräf;26379;Naree Puna Phumphakdi;Puna  Phumphakdi;Richterstr. 48;12105;Berlin;;;;
Planegg;92313;Kaution LS62562;ja;14.04.2025;Petra Gräf;26379;Naree Puna Phumphakdi;Puna  Phumphakdi;Richterstr. 48;12105;Berlin;;;;
Planegg;92311;LS62565;ja;16.04.2025;Estaline Philander;23795;Raiffeisenbank München;Raiffeisenbank München-Süd eG;Liesl-Karlstadt-Str. 28;81476;München;;;;
POSPRINT;92315;LS62566;ja;24.04.2025;Max Sanktjohanser;26274;Wiegand;Dolomiti Wellness Hotel Fanes;Via Pecei 19;39036;San Cassiano;;;;
Schöttle - Haiterbach;92314;LS62567;ja;14.04.2025;Estaline Philander;24314;Impexron;IMPEXRON GmbH;Gönningerstraße 99;72793;Pfullingen;;;;
POSPRINT;92315;LS62568;ja;24.04.2025;Max Sanktjohanser;26274;Wiegand;Hotel Castel;Ketschtngasse 18;39019;Tirol bei Meran;;;;
POSPRINT;92315;LS62569;ja;24.04.2025;Max Sanktjohanser;26274;Wiegand;Hotel Santre Dolomythic Home;Dorfstrasse 19;39042;St Andrä;;;;
POSPRINT;92315;LS62570;ja;24.04.2025;Max Sanktjohanser;26274;Wiegand;TM Eventmanagement;St.-Leonhard-Straße 2a;86570;Inchenhofen;;;;
POSPRINT;92315;LS62571;ja;24.04.2025;Max Sanktjohanser;26274;Wiegand;Wiegand DriveEvents;Mühlentor 10;34369;Hofgeismar;;;;
Planegg;92317;LS62572;ja;14.04.2025;Estaline Philander;22769;Seewirt Bootsverleih Tegernsee;Seewirt und Bootsverleih Tegernsee;Seestraße 60;83684;Tegernsee;;;;
Planegg;92318;LS62573;ja;14.04.2025;Josefine Mättig;20315;Peter Goetz GmbH;Peter Goetz GmbH;Grünaustraße 5;30455;Hannover;;;;
Planegg;92319;LS62574;ja;14.04.2025;Florian Gräf;20475;Aquagast Wasseraufbereitu;Aquagast Wasseraufbereitungs-;Hofsteigstraße 112;6858;Schwarzach;;;;
Planegg;92321;LS62575;ja;14.04.2025;Max Sanktjohanser;23020;Amazon Gera GmbH;Amazon Gera GmbH;AM KÜHLEN GRUND 6;7580;Ronneburg;;;;
Planegg;92322;LS62576;ja;15.04.2025;Estaline Philander;26333;Helgert Zahnmedizin Kieferorth;Dr. Helgert Zahnmedizin und Kieferorthopäde;Görresstraße 37;80798;München;;;;
Berlin Wein König;92323;LS62577;ja;15.04.2025;Estaline Philander;24105;Hive;Hive Technologies GmbH HQ;Rosenstraße 16;10178;Berlin;;;;
Aquatec - Reinbek;;LS62580;ja;14.05.2025;Petra Gräf;26380;Holmes Place Health Clubs GmbH;Holmes Place Health Clubs GmbH;Gasstraße 2;22761;Hamburg;;;;
Planegg;92327;LS62581;ja;15.04.2025;Estaline Philander;21028;VES;VES Heimwerkermarkt GmbH;Am Windfeld 8;83714;Miesbach;;;;
VST Plep;92330;LS62582;ja;24.04.2025;Estaline Philander;24871;Diamond Aircraft Industries;Diamond Aircraft Industries Deutschland GmbH;Hans-Fleißner-Straße 54;63329;Egelsbach;;;;
STK Service;92331;LS62583;ja;17.04.2025;Estaline Philander;23261;Burkhard Knapp;Burkhard Knapp;Tervoortstrasse 4;47445;Moers;;;;
Planegg;92332;LS62584;ja;15.04.2025;Estaline Philander;20489;AXA Generalvertretung Ral;AXA Generalvertretung Ralf Kronast e. K.;Lochhamer Str. 2 A;82152;Planegg;;;;
Planegg;92334;LS62585;ja;07.07.2025;Mihaela Abmayr;21729;Johannes Haug;Johannes Haug;Talstr. 95;73732;Esslingen;;;;
Aquatec - Reinbek;92335;LS62586;ja;01.06.2025;Estaline Philander;23577;Dataport 1;Dataport - Anstalt des öffentl. Rechts;Billstraße 82-84;20539;Hamburg;;;;
Magnum Kuhnhenne;92336;LS62587;ja;17.04.2025;Estaline Philander;23961;BBC Cellpack;BBC Cellpack Packaging Langgöns GmbH;Perchstetten 2;35428;Langgöns;;;;
Strecke;92337;LS62588;ja;14.04.2025;Florian Gräf;21769;WKV;WKV Kunststoffverarbeitung GmbH;Dieselstraße 3;86558;Hohenwart;;;;
Planegg;92338;LS62589;ja;17.04.2025;Estaline Philander;20148;KPIT Technologies GmbH;KPIT Technologies GmbH;Frankfurter Ring 105b;80807;München;;;;
Teamblue Bad Münder;;LS62590;ja;14.04.2025;Florian Gräf;20829;Fritz Steinhaus GmbH & Co;Fritz Steinhaus GmbH & Co. KG;Im Heidkamp 17;33334;Gütersloh;;;;
natürlich H2O;92341;LS62591;ja;16.04.2025;Estaline Philander;25882;myStorage GmbH;myStorage GmbH;Straße-22 Nr. 14;13509;Berlin;;;;
Planegg;92342;LS62592;ja;02.05.2025;Josefine Mättig;25674;XAL Holding GmbH;XAL Holding GmbH;Auer-Welsbach-Gasse 36;8055;Graz;;;;
STK Service;92343;LS62593;ja;22.04.2025;Estaline Philander;26367;Eis-Café Konditorei Perfekt;Eis-Café Konditorei Perfekt;Friedrich-Ebert-Straße 62;45127;Essen;;;;
Planegg;92344;LS62594;ja;14.04.2025;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;92345;LS62595;ja;14.04.2025;Josefine Mättig;25404;F.Gottinger Orthopädietechnik;F.Gottinger Orthopädietechnik GmbH;Ilchinger Weg 1;85604;Zorneding;;;;
Planegg;92346;LS62596;ja;15.04.2025;Petra Gräf;24429;Bürklin;Bürklin GmbH & Co. KG;Grünwalder Weg 30;82041;Oberhaching;;;;
Planegg;92348;LS62597;ja;15.04.2025;Florian Gräf;21065;Attila AS Cafe & BAR;AS Cafe & Bar Service e.K.;Aidenbachstr. 72;81379;München;;;;
Planegg;92349;LS62598;ja;16.04.2025;Estaline Philander;22378;SKI GmbH;SKI GmbH + Co.KG;Lessingstraße 9  / 3.OG;80336;München;;;;
Emons;92350;LS62599;ja;15.04.2025;Christian Irrgang;24890;Schultz;Schanktechnik Schultz;Hermann-Körner-Straße 46;21465;Reinbek;;;;
VST Schörling;92351;LS62600;ja;16.04.2025;Sönke Rocho;21028;VES;VES Heimwerkermarkt GmbH;Am Windfeld 8;83714;Miesbach;;;;
Planegg;92300;LS62601;ja;29.04.2025;Max Sanktjohanser;26378;Caroline Mirkes;Kalie Caroline Mirkes;Laudongasse 43/8;1080;Wien;;;;
Planegg;92300;LS62603;ja;29.04.2025;Max Sanktjohanser;26378;Caroline Mirkes;Francine Keiser;15; Rue N.S. Pierret;2335;Luxembourg;;;
Planegg;;LS62604;ja;15.04.2025;Christian Irrgang;21562;IGF Dilloway;Dilloway Schankanlagenbau;Böhmer Weg 2/1;69151;Neckargemünd;;;;
Emons;92353;LS62605;ja;05.05.2025;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Hess;92358;LS62606;ja;16.04.2025;Andreas Pöppe;22875;Hochschule Hamm-Lippstadt;Hochschule Hamm-Lippstadt;Marker Allee 76-78;59063;Hamm;;;;
Planegg;92354;LS62607;ja;15.04.2025;Max Sanktjohanser;22899;Amazon Deutschland N17 Trans.;Amazon Deutschland Transport GmbH;Marconistr. 10;50769;Köln;;;;
Planegg;92357;LS62608;ja;15.04.2025;Josefine Mättig;20342;Johner Aqua Team;Johner Aqua Team;Am Stollen 1/1;79261;Gutach;;;;
Planegg;92356;LS62609;ja;22.04.2025;Estaline Philander;24368;Audi Eching;Audi München GmbH;Heisenbergstraße 4;85368;Eching;;;;
Aquatec - Reinbek;;LS62610;ja;17.04.2025;Andreas Pöppe;25881;Howe Robinson Partners (UK) Lt;Howe Robinson Partners (UK) Ltd.;Große Bleichen 34;20354;Hamburg;;;;
VST Schörling;92352;LS62611;ja;24.04.2025;Florian Gräf;20639;Franz Schmitt GmbH & Co.;Franz Schmitt GmbH & Co. KG;Schäftlarnstraße 10;81371;München;;;;
Planegg;;LS62612;ja;17.04.2025;Petra Gräf;23450;Traut Bürokommunikation;TRAUT Bürokommunikation GmbH & Co. KG;Boschstr. 10;82178;Puchheim;;;;
Schöttle - Haiterbach;92360;LS62613;ja;23.04.2025;Estaline Philander;24210;sehblick;sehblick;Güntterstr. 11;71672;Marbach;;;;
Planegg;92362;LS62614;ja;16.04.2025;Estaline Philander;24431;HWA AG;HWA AG;Daimlerstraße 6-8;71691;Freiberg am Neckar;;;;
Planegg;92363;LS62615;ja;15.04.2025;Florian Gräf;21477;Trinkwassertechnik Brengartner;Kur + Reha GmbH;Kandertal 19;79429;Malsburg-Marzell;;;;
natürlich H2O;92365;LS62616;ja;17.04.2025;Estaline Philander;23937;Orthopädie Teltow;Orthopädie Teltow Dr.med.H.Leunert &;Potsdamer Straße 7/9;14513;Teltow;;;;
STK Service;92253;LS62617;ja;29.04.2025;Petra Gräf;22435;Accuride Wheels Solingen GmbH;Accuride Wheels Solingen GmbH;Weyerstraße 112;42697;Solingen;;;;
natürlich H2O;92366;LS62618;ja;17.04.2025;Estaline Philander;22989;KUMMUNI;KUMMUNI GmbH;Wartburgstr. 38;10823;Berlin;;;;
Planegg;92367;LS62619;ja;15.04.2025;Josefine Mättig;21771;Josefine Mättig;Katja Viehweg;Karlsbader Str. 305;9465;Sehmatal-Neudorf;;;;
Berlin Wein König;92369;LS62620;ja;15.04.2025;Sönke Rocho;21144;Knotel;Knotel Berlin I GmbH;Stralauer Allee 2b;10245;Berlin;;;;
Kyffhäuser;92368;LS62621;ja;17.04.2025;Estaline Philander;23344;Falck Krankentransport;Falck Notfallrettung u.Krankentransp.GmbH;KH Hubertusburg;4779;Wermsdorf;;;;
Planegg;92364;LS62622;ja;02.05.2025;Max Sanktjohanser;25261;saracus consulting GmbH;saracus consulting GmbH;Robert-Bosch-Straße 17a;48153;Münster;;;;
Kyffhäuser;92371;LS62623;ja;17.04.2025;Estaline Philander;23344;Falck Krankentransport;Falck Notfallrettung u.Krankentransp.GmbH;Alte Lindenstraße 5;4774;Dahlen OT Schmannewitz;;;;
Kyffhäuser;92372;LS62624;ja;17.04.2025;Estaline Philander;23344;Falck Krankentransport;Falck Notfallrettung u.Krankentransp.GmbH;Wellerswalder Weg 22;4758;Oschatz;;;;
Kyffhäuser;92373;LS62625;ja;17.04.2025;Estaline Philander;23344;Falck Krankentransport;Falck Notfallrettung u.Krankentransp.GmbH;Parkstr. 1;4758;Oschatz;;;;
AQUATRADE Glinde;92375;LS62626;ja;23.04.2025;Estaline Philander;23022;J-Store;J-Store Hamburg;Wandsbeker Chaussee 33;22089;Hamburg;;;;
Planegg;92374;LS62627;ja;02.05.2025;Josefine Mättig;24874;Fraunhofer-Institut;Fraunhofer SIT;Rheinstr. 75;64295;Darmstadt;;;;
AQUATRADE Glinde;92376;LS62628;ja;23.04.2025;Estaline Philander;23022;J-Store;J-Store Hamburg;Wandsbeker Chaussee 101;22089;Hamburg;;;;
Planegg;92377;LS62629;ja;17.04.2025;Estaline Philander;26264;Constant Pro oHG;Constant Pro oHG;Stolzhofstraße 10;81825;München;;;;
Planegg;92195;LS62630;ja;02.05.2025;Max Sanktjohanser;26368;MetaSystems Probes GmbH;MetaSystems Probes GmbH;1. Industriestr. 7;68804;Altlussheim;;;;
Planegg;92378;LS62631;ja;02.06.2025;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
POSPRINT;92370;LS62632;ja;09.05.2025;Josefine Mättig;26381;dpi-advertisings;dpi-advertisings;Rotwiesenstrasse 3;88271;Wilhelmsdorf;;;;
Planegg;92347;LS62633;ja;15.04.2025;Max Sanktjohanser;26351;open minded;open minded;Theodorstraße 42-90; Haus 2; Loft 201;22761;Hamburg;;
Planegg;92381;LS62634;ja;16.04.2025;Sönke Rocho;20604;KI group GmbH;KI group GmbH;Mittelstr. 12-14;50672;Köln;;;;
Planegg;92380;LS62635;ja;05.05.2025;Max Sanktjohanser;26382;Fußballturnier Hamburg;Claudia Jarchow;Rhiemsweg 37;22111;Hamburg;;;;
Planegg;92382;LS62636;ja;16.04.2025;Sönke Rocho;20359;TSCNET Services GmbH;TSCNET Services GmbH;Weihenstephaner Str. 9;81673;München;;;;
STK Service;92379;LS62637;ja;22.04.2025;Estaline Philander;23686;Falck Duisburg Hattingen Köln;Falck Notfallrettung und;Johannessegener Str. 1;45527;Hattingen;;;;
Planegg;92383;LS62638;ja;15.04.2025;Max Sanktjohanser;21662;AMAZON POLAND;Amazon Fulfillment Poland sp. z o.o.;Kolbaskowo 156;72001;Kolbaskowo;;;;
Planegg;92384;LS62639;ja;15.04.2025;Max Sanktjohanser;24336;Medusa;AMAZON BTS2 - Medusa kantina;Amazonská 4753/1;926 01;Sered;;;;
Emons;92385;LS62640;ja;16.04.2025;Florian Gräf;20299;GWA;GWA GmbH;Hohendodeleber Str. 8;39110;Magdeburg;;;;
AQUATRADE Bram;92386;LS62641;ja;06.05.2025;Florian Gräf;21204;MB Well Service;MB Well Services GmbH;Bruchkampweg 5;29227;Celle;;;;
Emons;92389;LS62642;ja;16.04.2025;Florian Gräf;10160;AVALESS;AVALESS GmbH;Neufeld 10;85232;Bergkirchen OT Günding;;;;
Planegg;92387;LS62643;ja;16.04.2025;Estaline Philander;25883;Lederer;Claudia Lederer;Heimeranplatz 5;80339;München;;;;
Planegg;92388;LS62644;ja;17.04.2025;Estaline Philander;24641;Brustdiagnostik München;Brustdiagnostik München;Sonnenstraße 29  /  4.OG;80331;München;;;;
Planegg;92390;LS62645;ja;17.04.2025;Estaline Philander;24776;Max-Planck-Förderstiftung;Max-Planck-Förderstiftung;Aldringenstr. 4;80639;München;;;;
Planegg;92391;LS62646;ja;16.04.2025;Estaline Philander;26166;AFR Engineering GmbH;AFR Engineering GmbH;Moosacher Straße 73;80809;München;;;;
Teamblue Bad Münder;;LS62647;ja;16.04.2025;Florian Gräf;20413;Lowescher;Lowescher Automaten Catering;Benzstraße 8;48599;Gronau;;;;
Planegg;92393;LS62648;ja;16.04.2025;Mihaela Abmayr;21651;New York Nails im Mira;New York Nails im Mira Einkaufszent;Schleißheimerstraße 506; Erdgeschos;80933;München;;;
Planegg;92394;LS62649;ja;02.05.2025;Josefine Mättig;26383;Fraunhofer IME-AE;Fraunhofer IME-AE;Auf dem Aberg 1;57392;Schmallenberg;;;;
Planegg;92396;LS62651;ja;16.04.2025;Mihaela Abmayr;26384;GfPS mbH;GfPS mbH;Talbotstraße 21; USt.-IdNr.: DE1216;52068;Aachen;;;
Planegg;92397;LS62652;ja;23.04.2025;Estaline Philander;25638;Arcteryx München = Amer Sports;ARC’TERYX München;Theatinerstraße 36;80333;München;;;;
Ewatec;92398;LS62653;ja;01.06.2025;Estaline Philander;20255;rebike 1 GmbH;Rebike Mobility GmbH;Zeppelinstr. 3  / Einfahrt 6;87437;Kempten;;;;
Planegg;;LS610829;ja;16.04.2025;Mihaela Abmayr;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
Planegg;92400;LS62655;ja;24.04.2025;Estaline Philander;62711;dm 2711 Augsburg;dm Filiale 2711;Brahmsstraße 2;86179;Augsburg - Haunstetten;;;;
VST Plep;92401;LS62656;ja;22.04.2025;Florian Gräf;25048;HCC Hessische Zentrale Datenve;Hessische Zentrale für Datenverarbeitung;Auguste-Viktoria-Str. 18;65185;Wiesbaden;;;;
VST Plep;92402;LS62657;ja;23.04.2025;Estaline Philander;24552;Ikano Bank;Ikano Bank AB (publ);Salierstr. 6;65189;Wiesbaden;;;;
AQUATRADE Glinde;92403;LS62658;ja;24.04.2025;Estaline Philander;25881;Howe Robinson Partners (UK) Lt;Howe Robinson Partners (UK) Ltd.;Große Bleichen 34;20354;Hamburg;;;;
natürlich H2O;;LS62659;ja;16.04.2025;Mihaela Abmayr;25323;Taan handy & computer GmbH;Taan handy & computer GmbH;Sonnenallee 21;12047;Berlin;;;;
Planegg;92326;LS62660;ja;16.04.2025;Max Sanktjohanser;26346;Kreis Plön;KREIS PLÖN;Hamburger Straße 17/18;24306;Plön;;;;
Kyffhäuser;92405;LS62661;ja;23.04.2025;Estaline Philander;23344;Falck Krankentransport;= 26160 Falck Burkhardtsdorf;Turmstr. 11 b;9235;Burkhardtsdorf;;;;
Kyffhäuser;92406;LS62662;ja;23.04.2025;Estaline Philander;23344;Falck Krankentransport;= 26162 Falck Dorfchemnitz;An den Gütern 5;8297;Dorfchemnitz;;;;
Kyffhäuser;92408;LS62663;ja;23.04.2025;Estaline Philander;23344;Falck Krankentransport;= 26165 Falck Thalheim;Am Stollen 1;9380;Thalheim;;;;
